2015-01-09,11.33
2015-01-08,11.59
2015-01-07,11.75
2015-01-06,11.50
2015-01-05,11.21
2015-01-02,10.93
2015-01-01,10.93
2014-12-31,10.80
2014-12-30,11.18
2014-12-29,11.64
2014-12-26,11.68
2014-12-25,11.40
2014-12-24,11.29
2014-12-23,11.55
2014-12-22,12.00
2014-12-19,11.96
2014-12-18,12.15
2014-12-17,12.00
2014-12-16,11.74
2014-12-15,13.00
2014-12-12,12.55
2014-12-11,12.22
2014-12-10,11.35
2014-12-09,10.50
2014-12-08,10.18
2014-12-05,10.21
2014-12-04,10.00
2014-12-03,10.10
2014-12-02,9.90
2014-12-01,10.09
2014-11-28,9.72
2014-11-27,9.77
2014-11-26,9.83
2014-11-25,9.70
2014-11-24,9.75
2014-11-21,9.41
2014-11-20,9.36
2014-11-19,9.44
2014-11-18,9.77
2014-11-17,9.88
2014-11-14,9.76
2014-11-13,9.94
2014-11-12,9.44
2014-11-11,9.65
2014-11-10,9.31
2014-11-07,9.46
2014-11-06,9.20
2014-11-05,9.18
2014-11-04,9.35
2014-11-03,9.25
2014-10-31,8.93
2014-10-30,8.90
2014-10-29,8.44
2014-10-28,8.21
2014-10-27,8.23
2014-10-24,8.17
2014-10-23,8.39
2014-10-22,8.38
2014-10-21,8.41
2014-10-20,8.31
2014-10-17,8.29
2014-10-16,8.37
2014-10-15,8.32
2014-10-14,8.20
2014-10-13,8.17
2014-10-10,8.32
2014-10-09,8.36
2014-10-08,8.35
2014-10-07,8.35
2014-10-06,8.35
2014-10-03,8.35
2014-10-02,8.35
2014-10-01,8.35
2014-09-30,8.22
2014-09-29,8.11
2014-09-26,8.05
2014-09-25,8.12
2014-09-24,7.95
2014-09-23,7.91
2014-09-22,8.01
2014-09-19,8.02
2014-09-18,8.01
2014-09-17,7.96
2014-09-16,8.21
2014-09-15,8.06
2014-09-12,7.95
2014-09-11,7.99
2014-09-10,7.98
2014-09-09,7.82
2014-09-08,7.83
2014-09-05,7.58
2014-09-04,7.57
